score,school,gender,age,bullied,escs,skip_sch
76,AW,F,15.83,-1.228,-0.8509,0
70,AW,F,15.67,-0.391,0.3426,1
28,AW,M,15.83,1.1666,-1.0912,0
46,AW,M,15.42,1.8055,-0.9964,0
70,AW,M,15.92,-0.267,0.206,0
38,AW,M,15.75,0.6122,-0.7092,0
48,AW,M,15.33,-1.228,-0.7375,0
71,AW,F,16.08,-1.228,-0.1671,0
40,AW,M,15.5,1.4031,-0.5857,0
21,AW,M,16.17,1.6497,0.5034,0
46,AW,M,15.42,-0.267,-1.0328,0
91,AW,F,16.17,-1.228,-0.1759,0
54,AW,F,15.5,1.7592,-0.7031,0
16,AW,M,15.92,-1.228,-2.0023,1
53,AW,M,15.92,0.2436,-0.8777,0
51,AW,F,15.75,-1.228,-0.4819,0
37,AW,M,15.67,-1.228,-0.9865,0
55,AW,F,15.58,0.6017,-0.4214,0
27,AW,F,15.83,-1.228,0.3532,0
66,AW,F,16.08,-1.228,-0.9389,0
32,AW,F,15.33,-1.228,-1.3095,0
20,AW,M,15.42,-1.228,-0.5672,0
40,AW,M,16.25,0.5504,-1.1248,0
79,AW,M,15.58,1.2246,-1.091,0
54,AW,M,16.25,1.2243,-0.73,0
31,AW,F,16.08,0.3631,-0.2906,0
52,AW,F,16.25,0.1621,-0.2288,0
44,AW,M,15.5,0.5049,-1.0824,0
31,AW,M,15.33,0.1621,-0.9356,0
50,AW,F,15.75,1.604,-2.6024,0
70,AW,F,15.92,-1.228,0.5012,0
54,AW,M,16,1.5895,-0.2975,0
26,AW,M,15.5,-1.228,-2.4485,0
32,AW,M,15.58,1.284,-0.9942,0
54,AW,F,16.08,-1.228,-1.6692,0
31,AW,M,15.42,0.5615,0.1103,0
19,AW,M,16,0.3367,-0.5366,0
41,AW,F,15.92,-1.228,-1.8297,0
65,AW,M,15.33,-1.228,0.2214,0
65,AW,M,15.33,0.8834,0.52,0
42,AW,F,15.5,-1.228,-1.9673,0
34,AW,M,15.75,-1.228,-1.4064,0
45,AW,F,15.5,0.5504,-1.2019,0
35,AW,F,15.75,0.7061,-0.7854,0
51,AW,M,15.75,1.0692,-0.1456,0
15,AW,F,15.75,1.0047,-2.8101,1
37,AW,M,15.42,-0.267,-0.643,0
33,AW,F,15.5,-1.228,-0.8585,0
20,AW,F,16,0.5504,-1.3629,0
49,AW,F,16.25,-1.228,-0.30620000000000003,0
47,AW,F,15.83,-1.228,-1.5078,0
56,AW,M,16.08,-1.228,-0.3372,0
65,AW,M,16.25,1.3976,0.5524,1
57,AW,M,15.42,-1.228,-1.5113,0
20,AW,F,16,-1.228,0.2304,0
33,AW,M,16.25,0.842,-0.0297,0
44,AW,F,15.83,1.699,-1.7243,1
53,AW,F,15.58,1.1289,0.3765,0
91,AW,M,16.25,0.379,-1.1546,0
38,AW,M,15.75,-0.1325,0.058,0
36,AW,F,15.67,-1.228,-0.91,0
47,AW,M,15.42,1.2366,-0.9971,0
36,AW,F,15.75,1.2947,0.1598,0
36,AW,F,16.25,-1.228,-0.156,0
54,AW,F,15.92,-1.228,1.0097,0
42,AW,F,15.42,0.5504,-1.1945,0
52,AW,F,16.08,-1.228,-1.4949,0
60,AW,M,15.58,0.2289,-1.3311,0
51,AW,M,16.25,0.7592,-0.7338,1
48,AW,M,15.33,0.3367,-0.6252,0
26,AW,M,16.17,0.8814,-1.4386,1
70,AW,F,16.25,-1.228,-1.0794,0
22,AW,M,16,0.3447,-0.0396,0
75,AW,M,15.42,0.7179,-0.4788,0
58,AW,M,16.08,-0.267,-0.7723,0
47,AW,F,16,-1.228,-1.698,0
50,AW,F,15.67,-1.228,0.9866,0
37,AW,M,15.33,1.678,-0.0766,0
54,AW,F,15.5,-0.267,-0.625,1
38,AW,F,15.67,-1.228,-2.1715,0
42,AW,M,15.67,1.7489,0.5584,0
24,AW,F,15.83,0.4452,-1.5038,0
18,AW,F,15.83,1.8125,-0.8971,1
46,AW,M,16.25,0.2289,-0.9878,0
40,AW,M,15.5,-1.228,-2.4031,1
72,AW,F,16.25,-0.391,-0.2314,0
56,AW,M,15.58,-1.228,-1.3026,0
26,AW,F,15.58,1.299,-1.4474,0
57,AW,F,16,1.9073,-1.5437,0
27,AW,M,15.33,1.4721,0.4401,1
54,AW,M,15.83,-1.228,-1.4294,0
39,AW,M,16.17,0.379,-2.3848,0
48,AW,M,15.92,0.379,-0.7233,0
82,AW,F,16,-1.228,-0.3394,0
31,AW,F,16.25,-1.228,-0.6535,0
30,AW,F,15.33,1.5552,-1.5288,0
38,AW,F,16.25,1.3054,-1.4811,0
61,AW,M,16,-0.1325,-1.1308,0
80,AW,M,15.92,1.9812,0.3578,0
21,AW,M,15.42,0.2289,-1.9804,0
31,AW,M,16,0.6616,-0.6717,0
40,AW,M,16,-1.228,-2.0911,0
17,AW,F,15.33,0.6095,-2.0139,0
57,AW,M,16,-1.228,0.587,0
19,AW,M,15.5,1.0358,-2.33,0
46,AW,F,15.83,0.4549,0.4332,0
36,AW,M,15.42,1.2286,-0.8362,0
25,AW,F,15.33,-1.228,-0.3641,0
47,AW,M,15.75,-0.1325,-0.6648,0
36,AW,M,15.92,0.7179,-1.6126,0
35,AW,M,16.08,2.3524,-1.2337,0
36,AW,F,15.75,0.5586,-0.7651,1
9,AW,M,15.5,1.8216,-0.0656,1
69,AW,M,15.92,-1.228,-0.6993,0
61,AW,F,15.75,0.0102,-0.8788,0
38,AW,F,16.08,-0.267,0.4243,0
29,AW,M,15.83,-0.5168,-0.2672,0
94,AX,M,16.25,-1.228,0.0994,1
44,AY,F,15.83,0.6017,-1.3325,0
71,AY,F,16,-0.1325,1.101,0
66,AY,F,15.75,-1.228,-0.5178,0
82,AY,F,15.75,-0.267,1.1725,0
36,AY,F,16.25,-1.228,-0.1371,0
48,AY,F,16.17,0.2289,0.759,0
63,AY,F,16.08,1.9279,-1.2775,1
60,AY,F,16.25,0.6364,0.5411,0
63,AY,F,16.08,1.435,0.274,0
78,AY,F,16.17,-1.228,0.8368,0
79,AY,F,15.83,0.5242,0.5496,0
47,AY,F,15.83,-1.228,-0.5524,0
78,AY,F,15.42,1.1768,-0.4969,1
74,AY,F,15.5,-0.267,0.2377,0
46,AY,F,16,2.6196,-2.0076,1
67,AY,F,15.92,-1.228,0.5863,1
68,AY,F,16.08,1.0871,0.1642,0
66,AY,F,16.25,0.469,0.9261,0
78,AY,F,16,-0.1325,0.2561,0
77,AY,F,15.92,-1.228,0.817,0
86,AY,F,15.83,1.0126,-1.0092,0
44,AY,F,15.83,-1.228,-1.0652,0
45,AY,F,16,1.3334,0.3312,0
68,AY,F,15.92,1.0126,0.7397,1
65,AY,F,15.83,-0.267,1.8524,0
57,AY,F,16.25,0.5504,-0.2681,0
75,AY,F,15.92,0.379,0.6536,0
58,AY,F,16.17,-1.228,1.3539,0
33,AY,F,15.92,-1.228,0.292,0
82,AY,F,16.17,1.0692,-1.3676,1
50,AY,F,16,0.9088,-1.7465,0
58,AY,F,15.58,0.4836,1.9874,1
64,AY,F,16.17,-1.228,-2.5701,0
42,AY,F,16.08,-0.1325,-0.6653,0
56,AY,F,16.08,0.2988,0.5491,1
33,AY,F,15.92,-1.228,-0.7112,0
42,AY,F,15.83,0.6616,0.3587,0
35,AY,F,15.5,0.949,0.8886,0
70,AY,F,15.33,1.7712,-7e-4,1
50,AY,F,16.25,-0.1325,-0.1643,0
92,AY,F,16,-1.228,0.2913,0
52,AY,F,15.5,-0.1325,-1.1242,0
68,AY,F,15.33,-0.267,-1.1771,0
86,AY,F,16.17,0.5504,-0.3767,0
52,AY,F,15.33,-0.267,-1.0179,0
32,AY,F,16.17,0.0102,-0.451,0
72,AY,F,15.92,-0.267,-0.088,0
58,AY,F,15.42,-1.228,-0.2924,0
67,AY,F,15.83,-1.228,0.0341,0
64,AY,F,16.25,-1.228,-0.7544,0
42,AY,F,15.33,1.4346,-0.753,0
67,AY,F,15.67,-1.228,0.6101,0
50,AY,F,15.67,0.5238,0.6854,0
72,AY,F,15.33,0.9271,-1.8189,0
42,AY,F,16.25,0.6738,1.1075,0
32,AY,F,16.25,-0.267,-1.4896,0
40,AY,F,16,-1.228,-0.0774,1
62,AY,F,15.92,0.2652,-0.2211,0
56,AY,F,15.67,-1.228,0.2897,0
62,AY,F,15.83,-1.228,-0.6737,0
83,AY,F,15.5,0.5238,0.2148,1
68,AY,F,16.25,0.2988,0.2803,0
53,AY,F,15.67,-1.228,-0.898,1
67,AY,F,15.33,-1.228,0.6833,0
43,AY,F,16,-1.228,-0.9957,0
36,AY,F,15.92,-1.228,-1.435,0
84,AY,F,15.75,-1.228,-0.6008,0
61,AY,F,15.67,-1.228,-1.2384,0
60,AY,F,15.92,0.0959,-1.3974,1
61,AY,F,16.17,0.6616,-0.2924,0
58,AY,F,15.33,-1.228,-0.9889,0
72,AY,F,15.83,0.5504,-0.4938,0
32,AY,F,15.75,1.4519,-1.5328,0
46,AY,F,15.75,-0.267,-1.5662,0
44,AY,F,16,0.9623,0.2014,0
80,AY,F,16,-1.228,-1.6715,0
68,AY,F,15.33,0.2289,-0.6668,1
36,AY,F,16,0.9271,-0.9114,0
68,AY,F,15.75,-0.267,-0.3522,0
63,AY,F,16.25,-1.228,0.0948,0
67,AY,F,15.33,-1.228,0.9681,0
34,AY,F,15.58,0.2121,-1.1744,0
43,AY,F,15.92,-1.228,-0.377,0
62,AY,F,16,1.1155,-0.7689,0
33,AY,F,15.75,-1.228,0.3629,0
70,AY,F,16.08,-1.228,1.3686,0
54,AY,F,15.83,-1.228,-0.0665,0
64,AY,F,15.58,1.2083,1.3134,0
46,AY,F,15.75,-1.228,0.6023,0
25,AY,F,15.67,1.1155,-0.8411,0
35,AY,F,16.25,-0.267,-0.4147,0
42,AY,F,16.17,0.3635,1.3578,0
68,AY,F,15.5,0.1361,0.1167,0
46,AY,F,15.42,0.3447,0.0126,0
41,AY,F,16,1.2499,-0.0823,0
55,AY,F,15.92,-1.228,-0.8186,0
46,AY,F,16.17,0.7935,-0.0841,0
54,AY,F,15.5,0.2289,1.1293,1
46,AY,F,15.75,-0.1325,-1.0164,0
68,AY,F,16.17,0.2988,-1.0021,0
83,AY,F,15.83,-0.267,-1.2781,0
70,AY,F,15.75,-0.267,-1.3695,0
65,AY,F,15.42,0.5504,0.6542,0
38,AY,F,15.33,-1.228,0.8219,0
76,AY,F,15.67,-0.1325,0.4205,1
52,AY,F,15.42,-1.228,-2.3706,0
85,AY,F,16.25,-1.228,-0.4062,0
56,AY,F,16.17,0.0962,-0.2507,0
66,AY,F,15.83,-0.267,-1.1031,0
23,AY,F,15.75,0.1361,-1.7282,0
71,AY,F,15.92,1.1181,1.4162,0
38,AY,F,15.75,-1.228,-0.5802,0
37,AY,F,16.08,0.3635,-0.5271,0
68,AY,F,16,-1.228,-1.3607,0
64,AY,F,15.5,0.9031,-0.2049,0
68,AY,F,15.5,0.843,-0.8507,0
62,AY,F,16,-1.228,1.743,0
42,AY,F,15.67,0.8614,0.3525,0
72,AY,F,16.17,-1.228,0.0358,0
56,AY,F,15.67,-1.228,-1.1968,0
64,AY,F,16,0.5767,0.6861,0
44,AY,F,15.75,-0.4588,-0.1261,0
58,AY,F,15.83,0.9967,-1.0349,0
66,AY,F,15.58,0.6552,-1.4122,0
57,AY,F,15.83,-1.228,-0.8281,0
62,AY,F,16.17,-0.267,1.2873000000000001,0
45,AY,F,16,-0.1325,0.3682,0
67,AY,F,15.75,-0.391,0.2427,0
51,AY,F,16.17,-1.228,0.2515,0
46,AY,F,15.83,0.5504,-0.9013,0
69,AY,F,15.83,1.4724,-0.4391,0
62,AY,F,15.83,0.3367,-0.5188,1
59,AY,F,16.25,0.2289,-1.7859,0
48,AY,F,15.33,-1.228,-0.0296,0
68,AY,F,15.42,0.2121,0.2296,0
59,AY,F,15.42,0.3367,0.7595,0
33,AY,F,15.92,-1.228,0.9515,0
60,AY,F,15.42,0.1924,0.6587,1
58,AY,F,15.83,0.6364,-1.0591,0
58,AY,F,15.92,-0.1325,-0.0146,0
68,AY,F,15.33,-1.228,0.212,0
47,AY,F,16,0.4258,-1.644,0
52,AY,F,15.92,0.8834,-0.0864,0
42,AY,F,16.17,1.2499,-1.2402,0
57,AY,F,16.08,-1.228,-1.6069,0
38,AY,F,15.83,0.6505,0.2666,0
54,AY,F,16.08,2.1528,-0.7605,0
71,AY,F,15.67,-1.228,-0.6449,0
64,AY,F,15.5,0.5504,-0.2323,0
41,AY,F,16.25,-1.228,0.5097,0
65,AY,F,15.33,-1.228,-0.8098,0
74,AY,F,15.92,-1.228,-0.6757,0
58,AY,F,16.17,-1.228,-1.2681,0
76,AY,F,16.17,-1.228,-0.434,0
56,AY,F,15.92,-0.267,-1.1211,0
42,AY,F,15.75,-1.228,-1.2268,0
57,AY,F,16.08,-1.228,0.8318,1
69,AY,F,15.67,1.4113,-0.5652,0
48,AY,F,16.08,-0.391,0.1438,0
72,AY,F,15.83,-1.228,-0.0044,0
62,AY,F,15.42,-0.2245,0.2738,0
60,AY,F,16,0.9271,0.8356,1
70,AY,F,16.17,-1.228,-1.0798,1
65,AY,F,16.08,-1.228,0.637,0
89,AY,F,15.58,0.837,1.0462,0
71,AY,F,16.17,0.7725,-1.3361,0
65,AY,F,16.17,1.109,1.0833,0
68,AY,F,15.83,-0.267,-1.2396,0
73,AY,F,15.33,-1.228,-0.5788,1
82,AY,F,15.5,0.2121,1.5626,0
45,AY,F,15.58,0.3447,-1.5645,0
62,AY,F,16.08,0.2988,-1.7688,0
79,AY,F,15.33,-1.228,-0.4212,0
49,AY,F,16.08,0.9971,0.9428,0
76,AY,F,15.75,-1.228,0.5216,0
59,AY,F,16.08,1.1008,0.2329,0
37,AY,F,16.17,-1.228,-0.1318,0
27,AY,F,15.75,1.6188,0.523,0
44,AY,F,16,1.6192,0.5722,0
52,AY,F,15.58,-1.228,0.6067,0
41,AY,F,15.42,1.6519,-0.4435,0
55,AY,F,15.58,0.3635,-1.0651,0
53,AY,F,16,-1.228,-0.3407,0
70,AY,F,15.33,-0.267,0.6946,0
28,AY,F,16.25,0.4829,-0.7132,0
76,AY,F,15.92,0.5504,0.9315,0
35,AY,F,15.33,-0.1325,0.0953,0
77,AY,F,15.5,0.6302,0.5046,0
65,AY,F,15.58,-0.2016,-0.1269,0
71,AY,F,16.08,-1.228,0.0311,1
49,AY,F,15.92,0.2652,-0.0077,0
39,AY,F,15.67,1.5448,-1.5537,0
57,AY,F,16.08,-1.228,0.4752,0
68,AY,F,15.42,0.2988,-1.6446,0
49,AY,F,15.83,-1.228,-0.8392,0
38,AY,F,15.92,1.6066,1.1149,1
56,AY,F,15.75,-1.228,0.0405,0
37,AY,F,15.83,0.379,-0.7531,0
62,AY,F,16.17,0.2121,-0.1116,0
73,AY,F,15.33,-1.228,1.6253,0
64,AY,F,15.92,-0.267,0.8594,0
42,AY,F,16.08,0.8231,-0.9533,0
52,AY,F,15.58,-0.267,-0.0103,0
48,AY,F,15.92,-1.228,0.5855,0
62,AY,F,16.17,0.2988,-1.2787,0
38,AY,F,15.67,-0.267,0.8048,0
59,AY,F,16.17,1.1453,0.3089,0
70,AY,F,15.33,-0.267,-1.4023,0
33,AY,F,16.08,1.8761,0.2573,0
83,AY,F,15.42,1.0986,1.23,0
83,AY,F,16.25,0.0959,0.2728,0
67,AY,F,15.58,0.0102,0.3598,1
56,AY,F,15.33,0.9334,0.6926,0
73,AY,F,15.83,0.8814,1.331,0
56,AY,F,15.75,0.6364,-1.3726,0
44,AY,F,16.25,0.5238,-0.7454,1
57,AY,F,15.67,0.9368,-0.7417,0
66,AY,F,15.58,1.5179,0.115,1
41,AY,F,15.83,1.2368,-0.22,1
50,AY,F,16.08,-1.228,-0.835,0
68,AY,F,15.92,1.1408,0.5259,0
56,AY,F,15.58,-1.228,-0.6406,0
54,AY,F,16,-0.1325,0.5449,1
83,AY,F,15.67,-0.267,0.9769,0
36,AY,F,16.25,0.2121,-0.8742,0
60,AY,F,15.83,0.6266,0.4132,0
74,AY,F,16.08,0.6017,-0.4798,0
25,AY,F,15.33,0.6364,-0.7929,0
64,AY,F,16.17,-1.228,-0.7773,0
62,AY,F,16.08,-1.228,-0.7228,0
72,AY,F,15.58,-1.228,-0.7604,0
52,AY,F,15.92,1.9116,0.0374,0
49,AY,F,16.25,-1.228,0.7625,0
64,AY,F,15.5,-1.228,-0.6856,0
79,AY,F,15.33,-0.391,0.4875,0
61,AY,F,15.58,-0.391,1.3651,0
68,AY,F,15.67,1.6953,-1.1055,0
71,AY,F,15.58,-1.228,1.2901,0
71,AY,F,16.25,0.2289,0.1219,0
43,AY,F,16.17,0.6122,-1.3839,1
28,AY,F,15.75,0.909,-0.7799,1
38,AY,F,15.75,0.5504,-1.6345,0
73,AY,F,15.92,-1.228,0.5363,0
94,AY,F,16,-1.228,2.0104,1
68,AY,F,15.92,0.5504,-0.7887,0
50,AY,F,16.08,-1.228,0.7445,0
78,AY,F,15.58,-1.228,0.1312,0
61,AY,F,16,0.2121,-0.2019,0
84,AY,F,15.42,1.4683,1.3924,0
67,AY,F,15.92,1.2701,-0.8882,0
43,AY,F,15.92,-0.391,1.2025,0
56,AY,F,16.25,0.2538,-1.1144,0
72,AY,F,15.92,-0.1325,0.534,0
53,AY,F,15.42,-1.228,0.5985,0
72,AY,F,15.5,-1.228,-0.4331,0
86,AY,F,15.92,-1.228,1.317,0
86,AY,F,16.08,-1.228,0.8291,0
74,AY,F,15.5,1.5345,0.5689,0
48,AY,F,16.08,0.837,-1.3043,0
63,AY,F,15.67,0.8913,-0.1458,0
69,AY,F,15.83,-0.2016,-1.0004,0
58,AY,F,15.92,-1.228,-1.0683,0
75,AY,F,15.33,0.2988,-0.2257,0
76,AY,F,15.67,-1.228,-0.9819,0
62,AY,F,16,-0.1325,0.5713,0
57,AY,F,15.67,-1.228,-1.0926,0
48,AY,F,16.25,1.8308,-0.9174,1
75,AY,F,16,1.2499,0.218,0
38,AY,F,15.92,0.9888,0.4815,0
45,AY,F,15.92,0.2988,-2.023,0
77,AY,F,15.58,-1.228,1.3012,0
49,AY,F,16.08,-1.228,1.1329,0
66,AY,F,15.5,-1.228,0.0377,0
72,AY,F,15.75,0.9797,0.0117,1
60,AY,F,15.83,-0.267,-1.7106,0
49,AY,F,15.5,0.3447,-1.2285,0
59,AY,F,15.67,-1.228,0.8423,0
71,AY,F,15.92,0.1924,0.5373,0
67,AY,F,16.08,0.2988,-0.3486,0
73,AY,F,16.17,1.242,-0.4414,0
41,AY,F,15.83,-1.228,-0.3473,0
59,AZ,M,15.75,0.8814,-1.5073,0
62,AZ,M,15.5,0.8814,-0.6591,0
36,AZ,M,16,1.5093,-1.5575,0
68,AZ,M,15.75,-0.1325,-1.4806,0
61,AZ,M,15.83,0.5504,0.3885,0
43,AZ,F,16.25,0.3447,-1.0889,0
42,AZ,F,15.67,-1.228,0.365,0
67,AZ,M,16.25,1.7055,-0.932,0
46,AZ,M,15.5,0.2988,-2.4074,1
33,AZ,F,16.17,0.7123,-1.0724,0
39,AZ,M,16.25,0.6122,-0.6204,0
61,AZ,F,15.42,-1.228,-0.1045,0
45,AZ,F,15.92,-0.1325,-0.5739,0
68,AZ,F,15.67,-1.228,-0.7244,0
55,AZ,M,15.75,1.0315,-1.2101,0
47,AZ,F,16,-1.228,0.577,0
30,AZ,F,15.33,-1.228,-0.2143,0
52,AZ,F,16.08,-1.228,-1.8755,0
48,AZ,M,15.75,1.1429,-1.9649,0
31,AZ,F,16,1.5016,-1.5814,1
43,AZ,M,16,1.8805,0.4841,0
58,AZ,F,15.83,1.3566,-1.6806,0
50,AZ,F,15.83,0.909,-1.3902,1
42,AZ,F,15.58,1.0541,0.2477,0
38,AZ,F,15.75,-1.228,-1.823,0
25,AZ,M,15.33,1.3504,-1.4727,0
93,AZ,F,15.5,-1.228,-1.5614,0
22,AZ,M,16,3.9962,-0.7356,0
37,AZ,M,15.5,0.2988,-0.5852,1
52,AZ,F,15.42,-1.228,-0.5872,0
58,AZ,M,15.58,1.3054,-2.2943,0
46,AZ,M,15.58,1.6127,-0.9869,0
28,AZ,M,15.75,0.3367,0.3973,0
27,AZ,M,16,0.379,-1.503,1
72,AZ,M,15.42,0.6616,-0.9544,1
57,AZ,M,15.5,-1.228,-0.1706,0
50,AZ,F,16,0.7179,-3.437,0
69,AZ,F,15.58,-0.267,-0.0013,0
48,AZ,M,15.83,1.9964,0.4068,0
57,AZ,M,16.08,1.6533,1.1389,0
85,AZ,F,15.67,0.4258,1.1297,0
35,AZ,F,16,-0.1325,0.9211,0
54,AZ,F,16.08,1.2499,-0.1724,0
42,AZ,F,15.58,0.6616,-1.8253,0
60,AZ,M,15.42,2.0795,-0.7883,1
41,AZ,F,16,-1.228,-0.2813,0
31,AZ,M,15.83,1.9067,-1.3047,0
38,AZ,F,15.92,-1.228,-1.6264,0
75,AZ,F,15.67,-0.1325,-0.3964,0
62,AZ,M,16.17,-1.228,-1.1803,0
50,AZ,M,15.5,-1.228,-1.6931,0
42,AZ,M,15.83,1.5265,-1.1579,0
64,AZ,M,16,1.3054,-1.5722,0
55,AZ,M,15.67,0.8902,-0.6946,0
28,AZ,F,15.33,-1.228,0.2427,0
57,AZ,M,15.67,-0.1325,-0.5261,0
76,AZ,M,15.83,-0.1325,-0.6286,0
74,AZ,M,15.67,-1.228,-0.8703,0
57,AZ,M,15.92,0.843,-1.0027,0
82,AZ,M,16.08,1.2208,0.9134,0
42,AZ,M,15.58,1.5596,-1.6293,0
50,AZ,F,15.75,0.6017,-1.0325,0
73,AZ,M,15.33,0.379,-1.0437,0
36,AZ,F,15.5,-1.228,-0.5897,0
43,AZ,F,15.75,1.1844,-0.8349,0
28,AZ,F,15.67,1.1429,-1.0928,0
33,AZ,M,16,1.4747,-0.5993,0
58,AZ,F,15.75,-0.1325,-1.5004,0
22,AZ,M,15.5,-1.228,-0.0696,0
62,AZ,F,16.08,-1.228,0.5297,0
72,AZ,M,15.33,1.8657,0.4892,0
66,AZ,F,16.08,-0.1325,0.1802,0
61,AZ,F,15.67,-1.228,-0.9038,0
42,AZ,M,15.33,1.3517,0.7555,0
52,AZ,F,15.42,-1.228,-1.3186,0
22,AZ,M,16.25,1.1098,-1.692,0
24,AZ,M,16.08,3.2184,-0.4661,0
44,AZ,F,15.67,-0.1325,-1.0303,0
26,AZ,F,15.75,0.4253,-1.3411,0
43,AZ,M,15.42,-1.228,-1.3955,0
65,AZ,F,16.17,-1.228,-0.8771,0
21,AZ,F,15.92,0.638,-1.8118,0
38,AZ,F,16,1.1392,-0.7613,0
76,AZ,M,15.83,1.2385,0.464,0
43,AZ,F,16.25,1.3825,-1.8341,0
52,AZ,F,15.42,1.4276,-1.4256,0
29,AZ,F,16.08,0.7179,0.2849,0
32,AZ,M,16,1.5338,-1.3288,0
27,AZ,M,15.42,1.4636,1.0679,1
48,AZ,M,15.58,0.2289,-0.1585,0
36,BA,F,16.08,0.0536,-1.1068,0
57,BA,F,15.33,-1.228,0.9761,1
76,BA,M,16,-1.228,-0.2428,0
76,BA,M,15.67,-0.1325,0.9283,0
64,BA,M,15.67,1.8672,1.1351,0
96,BA,F,15.67,-1.228,1.0084,1
93,BA,M,16.17,1.3373,0.9703,1
90,BA,F,16.17,0.9543,-0.6594,1
83,BA,F,15.58,-1.228,-2.2981,0
83,BA,M,15.42,-0.267,0.8717,1
52,BA,M,15.42,-0.391,0.6342,1
31,BA,M,15.33,-1.228,0.581,0
88,BA,M,16,0.2988,-0.7961,0
52,BA,M,16,-1.228,1.502,0
87,BA,M,16.17,0.9271,0.1967,0
60,BA,F,16.25,1.645,-0.1381,0
57,BA,M,15.42,-1.228,-0.3001,1
58,BA,F,16,-0.267,-1.0931,0
67,BA,F,15.5,-1.228,-0.7232,0
44,BA,M,15.67,0.2652,0.5171,1
70,BA,F,16.08,0.4881,0.9933,0
51,BA,M,15.67,1.0995,0.2658,1
57,BA,F,15.5,-1.228,-0.811,0
22,BA,M,16.08,1.1862,-0.0424,0
46,BA,F,15.92,0.379,-0.7949,0
52,BA,F,15.5,-1.228,0.2594,1
48,BA,M,15.92,1.0681,0.4785,0
57,BA,M,16,-1.228,1.4375,0
70,BA,F,15.92,0.7193,1.3161,0
54,BA,M,15.5,-1.228,-0.2767,0
44,BA,M,15.83,0.9356,-0.4657,1
48,BA,M,15.92,-1.228,-0.1971,0
56,BA,F,16,-1.228,-0.0909,0
40,BA,F,15.42,-1.228,-0.8881,1
73,BA,F,15.58,-0.3264,0.067,0
46,BB,M,16.25,0.3447,0.1901,0
72,BB,M,16.08,0.3367,1.0171,0
8,BB,F,16.17,-0.1325,0.7618,0
68,BB,M,15.33,0.2235,1.435,1
71,BB,M,15.5,-1.228,0.9445,0
54,BB,M,15.92,-1.228,0.8862,1
29,BB,F,15.33,-1.228,0.2231,0
25,BB,M,15.33,0.5633,-0.1946,0
74,BC,M,16.33,0.2652,-0.7295,0
60,BD,F,15.42,2.0639,0.0297,0
36,BD,F,15.67,-1.0523,-0.0418,0
64,BD,M,15.75,-0.1325,-0.8707,0
60,BD,M,15.67,0.6616,0.819,0
34,BD,F,15.33,2.1265,-0.544,0
68,BD,M,16.25,-1.228,0.3347,0
48,BD,F,15.83,0.3367,-0.8958,0
38,BD,F,16.17,-1.228,-1.6457,0
51,BD,M,15.83,-1.228,-0.3083,1
43,BD,M,16,-1.228,-0.869,0
38,BD,M,15.5,-0.1325,-1.812,0
54,BD,M,16.25,1.2818,-0.4246,0
26,BD,F,15.33,-1.228,-0.3273,0
84,BD,F,16.08,-0.1325,-0.9357,0
59,BD,M,16.17,0.6616,-0.0875,0
35,BD,F,15.83,-1.228,-0.9303,0
44,BD,F,15.5,0.7935,0.8451,0
67,BD,F,16,0.2988,-0.8354,0
18,BD,M,15.83,-0.1325,-0.9862,0
57,BD,M,15.58,-1.228,-0.3818,0
17,BD,M,15.83,-1.228,-1.1595,0
21,BD,M,16,0.3447,-0.524,0
29,BD,F,15.92,1.0214,0.2352,0
73,BD,F,15.92,-1.228,0.8363,0
46,BD,M,15.58,1.7671,-0.3069,0
51,BD,F,16,0.6942,-0.4558,0
46,BD,M,16.08,-0.1325,-1.5414,0
90,BD,M,15.67,-0.1325,-1.0907,0
52,BD,F,15.75,1.1963,0.4761,0
59,BD,M,16,-0.1325,-0.1556,0
28,BD,F,15.67,1.3043,-1.1487,0
40,BD,F,15.92,0.7511,-1.5535,0
29,BD,F,15.5,1.5766,-1.1004,0
14,BD,M,15.92,-1.228,0.2825,1
74,BD,M,15.83,-1.228,0.9861,0
60,BD,M,16,-1.228,-1.6946,0
50,BD,F,15.83,-0.267,0.0388,0
21,BD,M,16.08,0.7179,0.0371,0
54,BD,M,15.5,0.379,-1.2873000000000001,0
37,BD,F,15.92,0.5381,-1.6371,1
26,BD,M,15.5,-1.228,-1.4689,0
65,BD,M,16.08,0.9271,0.822,1
47,BD,F,16.17,-1.228,1.0103,0
50,BD,F,15.5,1.9877,-1.6363,0
65,BD,M,16.08,1.1351,-0.1043,0
72,BD,F,15.83,-0.1325,-1.1417,0
40,BD,M,15.67,1.0878,-0.5872,0
26,BD,F,16,-1.228,0.3439,1
59,BD,F,15.67,1.5547,-0.058,0
82,BD,F,15.75,0.2289,0.189,0
48,BD,M,15.92,-1.228,1.1976,0
23,BD,M,15.75,0.805,-1.8122,0
34,BD,M,16.17,1.8228,-1.87,0
44,BD,M,15.42,1.3264,-0.4943,0
65,BD,M,16.17,0.5504,0.4818,0
14,BD,M,15.33,1.9324,0.2144,1
94,BD,F,15.58,0.9187,1.6468,0
36,BD,M,15.42,0.9152,-1.874,0
51,BD,M,16.08,1.6026,-1.265,0
52,BD,M,15.75,0.3447,-0.9067,0
57,BD,M,15.83,-1.228,0.3368,0
